ChEMBL_ID,Name,SMILES,MW,Source
CHEMBL152,CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.19,ChEMBL
CHEMBL790,CHLORHEXIDINE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,505.46,ChEMBL
CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36,ChEMBL
CHEMBL796,METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1,233.31,ChEMBL
CHEMBL285674,ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.75,ChEMBL
CHEMBL34259,METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,454.45,ChEMBL
CHEMBL284092,GEPIRONE,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,359.47,ChEMBL
CHEMBL799,CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.47,ChEMBL
CHEMBL802,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25,ChEMBL
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26,ChEMBL
CHEMBL416956,MEFLOQUINE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.32,ChEMBL
CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.22,ChEMBL
CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,ChEMBL
CHEMBL808,ECONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69,ChEMBL
CHEMBL809,SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.24,ChEMBL
CHEMBL811,BROMPHENIRAMINE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,319.25,ChEMBL
CHEMBL37744,ZIMELDINE,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,317.23,ChEMBL
CHEMBL812,PYRIDOSTIGMINE BROMIDE,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],261.12,ChEMBL
CHEMBL813,EPROSARTAN,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52,ChEMBL
CHEMBL289469,GRANISETRON,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,312.42,ChEMBL
CHEMBL814,FLUVOXAMINE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.34,ChEMBL
CHEMBL815,DINOPROST,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,354.49,ChEMBL
CHEMBL38827,LUMEFANTRINE,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,528.95,ChEMBL
CHEMBL817,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.41,ChEMBL
CHEMBL818,IOBENGUANE,N=C(N)NCc1cccc(I)c1,275.09,ChEMBL
CHEMBL819,OXACILLIN,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,401.44,ChEMBL
CHEMBL290960,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.3,ChEMBL
CHEMBL820,BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.31,ChEMBL
CHEMBL822,TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,291.44,ChEMBL
CHEMBL826,ENOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.32,ChEMBL
CHEMBL827,DEXMETHYLPHENIDATE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31,ChEMBL
CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.46,ChEMBL
CHEMBL43128,PRIMAQUINE PHOSPHATE,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,455.34,ChEMBL
CHEMBL831,LOXAPINE,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,327.82,ChEMBL
CHEMBL832,SULFINPYRAZONE,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,404.49,ChEMBL
CHEMBL288470,AMINOPYRINE,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.3,ChEMBL
CHEMBL833,TICLOPIDINE,Clc1ccccc1CN1CCc2sccc2C1,263.79,ChEMBL
