ChEMBL_ID,Name,SMILES,MW,Source,Tanimoto_MaxSim,Best_Match_Ref,P_EGFR_active,QED,Repurposing_Score
CHEMBL517,DISOPYRAMIDE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.48,ChEMBL,0.1182,Erlotinib,0.1785,0.8021,0.2791
CHEMBL700,SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.3,ChEMBL,0.1016,Lapatinib,0.1906,0.8064,0.2782
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26,ChEMBL,0.1016,Osimertinib,0.1531,0.8811,0.2781
CHEMBL622,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.36,ChEMBL,0.0924,Erlotinib,0.1495,0.9058,0.2779
CHEMBL637,VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,277.41,ChEMBL,0.1061,Osimertinib,0.1362,0.8977,0.2765
CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.26,ChEMBL,0.1062,Afatinib,0.1362,0.8938,0.2757
CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.44,ChEMBL,0.0827,Gefitinib,0.2018,0.8083,0.2755
CHEMBL568,OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,286.72,ChEMBL,0.096,Afatinib,0.1696,0.8457,0.2754
CHEMBL750,ZONISAMIDE,NS(=O)(=O)Cc1noc2ccccc12,212.23,ChEMBL,0.1024,Lapatinib,0.191,0.79,0.2754
CHEMBL583,GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,359.4,ChEMBL,0.0699,Afatinib,0.178,0.8795,0.2751
CHEMBL43,AMSACRINE,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,393.47,ChEMBL,0.1429,Lapatinib,0.3009,0.4877,0.2751
CHEMBL71,CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.87,ChEMBL,0.1143,Osimertinib,0.177,0.7918,0.2749
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.42,ChEMBL,0.1111,Osimertinib,0.1569,0.8385,0.2749
CHEMBL549,CITALOPRAM,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.4,ChEMBL,0.097,Gefitinib,0.17,0.8389,0.2746
CHEMBL25202,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,351.45,ChEMBL,0.1167,Afatinib,0.1592,0.8188,0.2741
CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,441.55,ChEMBL,0.0994,Osimertinib,0.2273,0.7166,0.274
CHEMBL744,RILUZOLE,Nc1nc2ccc(OC(F)(F)F)cc2s1,234.2,ChEMBL,0.0874,Erlotinib,0.185,0.8248,0.2739
CHEMBL480,LANSOPRAZOLE,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,369.37,ChEMBL,0.1053,Lapatinib,0.2296,0.6986,0.2737
CHEMBL45,MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,232.28,ChEMBL,0.1066,Afatinib,0.1551,0.8449,0.2737
CHEMBL505,CHLORPHENIRAMINE,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,274.8,ChEMBL,0.1136,Osimertinib,0.1579,0.824,0.2734
CHEMBL122,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.36,ChEMBL,0.0889,Lapatinib,0.1856,0.817,0.2732
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,241.29,ChEMBL,0.1,Osimertinib,0.1525,0.8601,0.273
CHEMBL17860,LOFEXIDINE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,259.14,ChEMBL,0.0971,Erlotinib,0.1326,0.905,0.2729
CHEMBL819,OXACILLIN,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,401.44,ChEMBL,0.0845,Afatinib,0.2213,0.7525,0.2728
CHEMBL21869,DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,371.03,ChEMBL,0.1091,Afatinib,0.1561,0.8329,0.2727
CHEMBL19236,MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1,241.68,ChEMBL,0.1111,Gefitinib,0.1944,0.7504,0.2723
CHEMBL641,ATOMOXETINE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.36,ChEMBL,0.1026,Afatinib,0.1535,0.849,0.2722
CHEMBL86,METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8,ChEMBL,0.1356,Afatinib,0.1667,0.7558,0.2721
CHEMBL11662,OZAGREL,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,228.25,ChEMBL,0.1145,Osimertinib,0.1583,0.8145,0.272
CHEMBL799,CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.47,ChEMBL,0.0946,Gefitinib,0.2066,0.7559,0.2717
CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,356.42,ChEMBL,0.1085,Afatinib,0.1559,0.8279,0.2713
CHEMBL726,FLUPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,437.53,ChEMBL,0.1037,Gefitinib,0.2102,0.7278,0.2711
CHEMBL531,PERGOLIDE,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,314.5,ChEMBL,0.0781,Erlotinib,0.1437,0.9085,0.2704
CHEMBL811,BROMPHENIRAMINE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,319.25,ChEMBL,0.1053,Osimertinib,0.1546,0.8301,0.27
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.38,ChEMBL,0.0922,Lapatinib,0.2056,0.7541,0.2699
CHEMBL575,METHICILLIN,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,380.42,ChEMBL,0.1119,Osimertinib,0.1948,0.7329,0.2693
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,416.36,ChEMBL,0.0909,Afatinib,0.2426,0.6764,0.2687
CHEMBL15870,INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,281.31,ChEMBL,0.0634,Osimertinib,0.1379,0.9404,0.2686
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.86,ChEMBL,0.1071,Osimertinib,0.1553,0.8179,0.2685
CHEMBL659,GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,287.36,ChEMBL,0.1119,Gefitinib,0.1573,0.8005,0.2678
CHEMBL746,NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.35,ChEMBL,0.0952,Lapatinib,0.2443,0.6596,0.2677
CHEMBL634,ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,416.53,ChEMBL,0.1241,Gefitinib,0.2371,0.614,0.2673
CHEMBL79,LIDOCAINE,CCN(CC)CC(=O)Nc1c(C)cccc1C,234.34,ChEMBL,0.1204,Afatinib,0.1232,0.849,0.2672
CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,284.75,ChEMBL,0.1138,Gefitinib,0.158,0.7916,0.267
CHEMBL41,FLUOXETINE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33,ChEMBL,0.0909,Afatinib,0.1489,0.8518,0.2663
CHEMBL524,METHOXAMINE,COc1ccc(OC)c(C(O)C(C)N)c1,211.26,ChEMBL,0.1158,Erlotinib,0.1588,0.7819,0.2662
CHEMBL12713,SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,440.95,ChEMBL,0.1429,Gefitinib,0.2072,0.6281,0.2657
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,405.44,ChEMBL,0.1074,Gefitinib,0.2117,0.6885,0.2653
CHEMBL46,ONDANSETRON,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,293.37,ChEMBL,0.1066,Erlotinib,0.1926,0.728,0.2653
CHEMBL72,DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,266.39,ChEMBL,0.0891,Erlotinib,0.1481,0.8516,0.2652
CHEMBL571,KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.28,ChEMBL,0.0882,Erlotinib,0.1478,0.8528,0.265
CHEMBL500,PINDOLOL,CC(C)NCC(O)COc1cccc2[nH]ccc12,248.33,ChEMBL,0.1182,Erlotinib,0.1785,0.7316,0.265
CHEMBL646,TRIAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.22,ChEMBL,0.1154,Gefitinib,0.2149,0.6635,0.2648
CHEMBL817,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.41,ChEMBL,0.0741,Osimertinib,0.1421,0.8916,0.2648
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,407.51,ChEMBL,0.1119,Gefitinib,0.1948,0.7095,0.2646
CHEMBL636,RIVASTIGMINE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,250.34,ChEMBL,0.1111,Afatinib,0.1382,0.8234,0.2644
CHEMBL639,AZELASTINE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,381.91,ChEMBL,0.1087,Gefitinib,0.2122,0.6786,0.2641
CHEMBL623,NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,470.02,ChEMBL,0.162,Gefitinib,0.271,0.4542,0.264
CHEMBL457,GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.34,ChEMBL,0.1373,Erlotinib,0.1299,0.785,0.2639
CHEMBL681,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,244.29,ChEMBL,0.1,Erlotinib,0.1713,0.7766,0.2638
CHEMBL655,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,325.77,ChEMBL,0.1298,Gefitinib,0.2019,0.6549,0.2637
CHEMBL21536,XANOMELINE,CCCCCCOc1nsnc1C1=CCCN(C)C1,281.43,ChEMBL,0.12,Gefitinib,0.1792,0.7193,0.2635
CHEMBL570,TRIFLUPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,352.43,ChEMBL,0.1119,Osimertinib,0.176,0.741,0.2634
CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.46,ChEMBL,0.0833,Osimertinib,0.1646,0.8211,0.2634
CHEMBL492,ETIDOCAINE,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,276.42,ChEMBL,0.1231,Osimertinib,0.1242,0.8223,0.2634
CHEMBL497,CLIOQUINOL,Oc1c(I)cc(Cl)c2cccnc12,305.5,ChEMBL,0.1182,Afatinib,0.1598,0.7583,0.2629
CHEMBL16476,PRONETALOL,CC(C)NCC(O)c1ccc2ccccc2c1,229.32,ChEMBL,0.0865,Erlotinib,0.1471,0.8446,0.2624
CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,246.31,ChEMBL,0.0977,Osimertinib,0.1141,0.8883,0.2624
CHEMBL277100,TEMAFLOXACIN,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,417.39,ChEMBL,0.0897,Afatinib,0.2234,0.6857,0.2624
CHEMBL596,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,ChEMBL,0.1053,Erlotinib,0.1546,0.7915,0.2623
CHEMBL658,SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,386.56,ChEMBL,0.1176,Gefitinib,0.197,0.6811,0.2621
CHEMBL643,PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.43,ChEMBL,0.0769,Osimertinib,0.162,0.8322,0.262
CHEMBL485,CODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,299.37,ChEMBL,0.1022,Gefitinib,0.1534,0.7981,0.2619
CHEMBL661,ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.77,ChEMBL,0.1,Gefitinib,0.2088,0.6894,0.2614
CHEMBL648,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,266.39,ChEMBL,0.0841,Gefitinib,0.1461,0.8423,0.2605
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.38,ChEMBL,0.1031,Erlotinib,0.1537,0.7886,0.2604
CHEMBL416956,MEFLOQUINE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.32,ChEMBL,0.1,Erlotinib,0.1713,0.7594,0.2604
CHEMBL615,PENICILLIN V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,350.4,ChEMBL,0.1,Erlotinib,0.1713,0.7591,0.2603
CHEMBL761,NAPHAZOLINE,c1ccc2c(CC3=NCCN3)cccc2c1,210.28,ChEMBL,0.0943,Erlotinib,0.1502,0.8083,0.2595
CHEMBL644,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,294.44,ChEMBL,0.084,Osimertinib,0.1461,0.8366,0.2594
CHEMBL833,TICLOPIDINE,Clc1ccccc1CN1CCc2sccc2C1,263.79,ChEMBL,0.0992,Gefitinib,0.1522,0.7928,0.2591
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.4,ChEMBL,0.0966,Lapatinib,0.1511,0.7978,0.2586
CHEMBL762,OXYMETAZOLINE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,260.38,ChEMBL,0.0876,Osimertinib,0.1288,0.8585,0.2583
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4,ChEMBL,0.094,Osimertinib,0.2814,0.5406,0.2583
CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.47,ChEMBL,0.0803,Gefitinib,0.1259,0.8752,0.2575
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,266.34,ChEMBL,0.1304,Afatinib,0.1647,0.6971,0.2575
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,389.41,ChEMBL,0.0784,Gefitinib,0.2189,0.6926,0.2574
CHEMBL285674,ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.75,ChEMBL,0.0923,Gefitinib,0.2057,0.6911,0.2574
CHEMBL19019,NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,341.41,ChEMBL,0.0608,Gefitinib,0.1556,0.8536,0.2573
CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45,ChEMBL,0.1071,Afatinib,0.1553,0.7601,0.257
CHEMBL628,PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.31,ChEMBL,0.0887,Afatinib,0.1855,0.7315,0.256
CHEMBL593,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,456.57,ChEMBL,0.1081,Afatinib,0.2682,0.5261,0.2557
CHEMBL809,SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.24,ChEMBL,0.1017,Gefitinib,0.1344,0.8059,0.2556
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,305.16,ChEMBL,0.0833,Lapatinib,0.1458,0.8152,0.2547
CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,255.36,ChEMBL,0.0935,Afatinib,0.1499,0.7846,0.2543
CHEMBL9225,HEXESTROL,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,270.37,ChEMBL,0.0795,Erlotinib,0.1443,0.8201,0.2535
CHEMBL32479,BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,393.7,ChEMBL,0.0985,Gefitinib,0.2269,0.6146,0.2531
CHEMBL782,TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,ChEMBL,0.098,Erlotinib,0.133,0.8008,0.2526
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,271.79,ChEMBL,0.1062,Afatinib,0.1362,0.7755,0.2521
CHEMBL796,METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1,233.31,ChEMBL,0.0924,Afatinib,0.1307,0.8123,0.2517
CHEMBL827,DEXMETHYLPHENIDATE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31,ChEMBL,0.0924,Afatinib,0.1307,0.8123,0.2517
CHEMBL84,TOPOTECAN,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.45,ChEMBL,0.1012,Lapatinib,0.2842,0.4865,0.2515
CHEMBL642,ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.43,ChEMBL,0.1508,Afatinib,0.1916,0.571,0.2512
CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.37,ChEMBL,0.1132,Erlotinib,0.1578,0.7136,0.2511
CHEMBL471,SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.37,ChEMBL,0.1094,Lapatinib,0.1563,0.7241,0.2511
CHEMBL18116,TOLOXATONE,Cc1cccc(N2CC(CO)OC2=O)c1,207.23,ChEMBL,0.097,Lapatinib,0.1326,0.7951,0.2509
CHEMBL473,DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,441.58,ChEMBL,0.1168,Lapatinib,0.2342,0.5525,0.2509
CHEMBL565,CLOFIBRATE,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.7,ChEMBL,0.1091,Afatinib,0.1374,0.7616,0.2509
CHEMBL698,TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,264.37,ChEMBL,0.1607,Afatinib,0.1768,0.5787,0.2507
CHEMBL80,NALOXONE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,327.38,ChEMBL,0.0675,Osimertinib,0.1582,0.8015,0.2506
CHEMBL589,ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.38,ChEMBL,0.1019,Erlotinib,0.1158,0.8173,0.2505
CHEMBL456,ETHACRYNIC ACID,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,303.14,ChEMBL,0.1504,Afatinib,0.1539,0.6439,0.2505
CHEMBL428880,CROMOLYN,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37,ChEMBL,0.1091,Erlotinib,0.3436,0.3454,0.2502
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.26,ChEMBL,0.0876,Osimertinib,0.185,0.7039,0.2498
CHEMBL668,PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,263.38,ChEMBL,0.0891,Erlotinib,0.1294,0.8109,0.2496
CHEMBL276520,INDALPINE,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,228.34,ChEMBL,0.0818,Erlotinib,0.1265,0.8298,0.2493
CHEMBL469,KETOROLAC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.27,ChEMBL,0.058,Osimertinib,0.1357,0.8559,0.2487
CHEMBL701,BACLOFEN,NCC(CC(=O)O)c1ccc(Cl)cc1,213.66,ChEMBL,0.1038,Afatinib,0.1165,0.8026,0.2486
CHEMBL768,ESMOLOL,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,295.38,ChEMBL,0.1074,Afatinib,0.1742,0.6763,0.2479
CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.41,ChEMBL,0.0846,Osimertinib,0.1276,0.8137,0.2476
CHEMBL288470,AMINOPYRINE,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.3,ChEMBL,0.0811,Afatinib,0.1449,0.7847,0.2473
CHEMBL445,NORTRIPTYLINE,CNCCC=C1c2ccccc2CCc2ccccc21,263.38,ChEMBL,0.0777,Erlotinib,0.1248,0.83,0.247
CHEMBL712,ANISINDIONE,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,252.27,ChEMBL,0.0709,Osimertinib,0.1596,0.7718,0.2466
CHEMBL680,CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,367.81,ChEMBL,0.1061,Gefitinib,0.1737,0.6724,0.2464
CHEMBL607,MEPERIDINE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.34,ChEMBL,0.0985,Osimertinib,0.1332,0.767,0.2461
CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.36,ChEMBL,0.0805,Erlotinib,0.1447,0.7797,0.246
CHEMBL654,MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36,ChEMBL,0.0846,Gefitinib,0.1651,0.7293,0.2457
CHEMBL778,DEXMEDETOMIDINE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.29,ChEMBL,0.0882,Erlotinib,0.129,0.7921,0.2453
CHEMBL110,BENZNIDAZOLE,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,260.25,ChEMBL,0.1007,Osimertinib,0.1903,0.6436,0.2451
CHEMBL783,NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43,ChEMBL,0.0811,Erlotinib,0.1074,0.8461,0.2446
CHEMBL742,KETAMINE,CNC1(c2ccccc2Cl)CCCCC1=O,237.73,ChEMBL,0.0769,Gefitinib,0.1058,0.8572,0.2445
CHEMBL134,CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,230.1,ChEMBL,0.0918,Erlotinib,0.1305,0.7764,0.2442
CHEMBL640,PROCAINAMIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33,ChEMBL,0.1071,Afatinib,0.1366,0.7315,0.2438
CHEMBL21731,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.41,ChEMBL,0.0727,Erlotinib,0.1228,0.8254,0.2433
CHEMBL477,ADENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,267.25,ChEMBL,0.0982,Erlotinib,0.2643,0.4905,0.2431
CHEMBL19449,IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,230.31,ChEMBL,0.0827,Osimertinib,0.1456,0.7581,0.2429
CHEMBL7568,QUINACRINE,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,399.97,ChEMBL,0.1387,Gefitinib,0.243,0.4494,0.2426
CHEMBL625,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,201.25,ChEMBL,0.0776,Afatinib,0.1998,0.6573,0.2424
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,ChEMBL,0.1119,Afatinib,0.2135,0.5604,0.2422
CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,ChEMBL,0.1217,Afatinib,0.1424,0.6802,0.2417
CHEMBL24944,TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,449.92,ChEMBL,0.1062,Afatinib,0.155,0.6825,0.241
CHEMBL273575,NOMIFENSINE,CN1Cc2c(N)cccc2C(c2ccccc2)C1,238.33,ChEMBL,0.0734,Erlotinib,0.1419,0.774,0.2409
CHEMBL472,GLYBURIDE,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.01,ChEMBL,0.1242,Lapatinib,0.2184,0.5192,0.2409
CHEMBL282052,METHAQUALONE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.3,ChEMBL,0.0847,Afatinib,0.1839,0.6651,0.2405
CHEMBL278020,NEOSTIGMINE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,223.3,ChEMBL,0.1193,Afatinib,0.1227,0.7171,0.2402
CHEMBL425,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,302.24,ChEMBL,0.066,Afatinib,0.2139,0.64,0.24
CHEMBL451,CHLORDIAZEPOXIDE,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,299.76,ChEMBL,0.1024,Gefitinib,0.1722,0.65,0.2398
CHEMBL416,METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12,216.19,ChEMBL,0.0847,Gefitinib,0.2214,0.5864,0.2397
CHEMBL452,CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.72,ChEMBL,0.0752,Gefitinib,0.1801,0.6825,0.2386
