ChEMBL_ID,Name,SMILES,MW,Source,Tanimoto_MaxSim,Best_Match_Ref,P_EGFR_active,QED,Repurposing_Score
CHEMBL546,OXPRENOLOL,C=CCOc1ccccc1OCC(O)CNC(C)C,265.35,ChEMBL,0.1053,Osimertinib,0.1546,0.6705,0.2381
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,406.48,ChEMBL,0.126,Erlotinib,0.2942,0.35,0.2381
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,300.3,ChEMBL,0.0775,Afatinib,0.181,0.6722,0.2378
CHEMBL290106,BITHIONOL,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.06,ChEMBL,0.0777,Afatinib,0.1623,0.7079,0.2376
CHEMBL652,FLECAINIDE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.35,ChEMBL,0.1037,Afatinib,0.154,0.6716,0.2374
CHEMBL534,KETOTIFEN,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,309.43,ChEMBL,0.0682,Gefitinib,0.1585,0.7325,0.2372
CHEMBL16,PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27,ChEMBL,0.0569,Osimertinib,0.1353,0.8002,0.2369
CHEMBL13280,FLUNITRAZEPAM,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,313.29,ChEMBL,0.0902,Gefitinib,0.1861,0.6313,0.2368
CHEMBL21333,PRANLUKAST,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,481.51,ChEMBL,0.1161,Afatinib,0.3277,0.2944,0.2364
CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,398.48,ChEMBL,0.1027,Afatinib,0.1723,0.6263,0.2353
CHEMBL53,APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.33,ChEMBL,0.0687,Gefitinib,0.1587,0.7213,0.2352
CHEMBL808,ECONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69,ChEMBL,0.12,Gefitinib,0.198,0.5392,0.235
CHEMBL617,CEPHALOTHIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,396.45,ChEMBL,0.1079,Gefitinib,0.2119,0.5345,0.2348
CHEMBL772,RESERPINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.69,ChEMBL,0.0984,Osimertinib,0.3019,0.3736,0.2348
CHEMBL521,IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.28,ChEMBL,0.0849,Afatinib,0.0902,0.8216,0.2344
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45,ChEMBL,0.0968,Erlotinib,0.17,0.6358,0.2339
CHEMBL635,PREDNISONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,358.43,ChEMBL,0.0701,Osimertinib,0.1218,0.7848,0.2337
CHEMBL822,TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,291.44,ChEMBL,0.0909,Osimertinib,0.1301,0.7259,0.2336
CHEMBL620,CLIDINIUM,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.45,ChEMBL,0.0804,Erlotinib,0.1634,0.6798,0.2335
CHEMBL760,ANAGRELIDE,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,256.09,ChEMBL,0.0744,Gefitinib,0.1235,0.7703,0.2332
CHEMBL28318,PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,230.31,ChEMBL,0.0714,Gefitinib,0.1223,0.7787,0.2332
CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36,ChEMBL,0.0935,Erlotinib,0.2062,0.5631,0.2325
CHEMBL672,FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.84,ChEMBL,0.1102,Afatinib,0.1941,0.5541,0.2325
CHEMBL479,THIORIDAZINE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.59,ChEMBL,0.0857,Gefitinib,0.1843,0.6192,0.2318
CHEMBL81,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.59,ChEMBL,0.1119,Gefitinib,0.3073,0.3187,0.2314
CHEMBL429,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.41,ChEMBL,0.0917,Erlotinib,0.1867,0.5968,0.2307
CHEMBL27193,DILEVALOL,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,328.41,ChEMBL,0.0917,Erlotinib,0.1867,0.5968,0.2307
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34,ChEMBL,0.1028,Erlotinib,0.1536,0.6377,0.2301
CHEMBL431,SPIRAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,466.63,ChEMBL,0.0985,Erlotinib,0.2082,0.5359,0.2299
CHEMBL74,CROMOLYN SODIUM,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],512.33,ChEMBL,0.1171,Erlotinib,0.3468,0.2219,0.2299
CHEMBL603,ZAFIRLUKAST,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,575.69,ChEMBL,0.1236,Osimertinib,0.3119,0.2787,0.2299
CHEMBL753,PHENOXYBENZAMINE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83,ChEMBL,0.0876,Lapatinib,0.1475,0.6779,0.2296
CHEMBL93,ZILEUTON,CC(c1cc2ccccc2s1)N(O)C(N)=O,236.3,ChEMBL,0.094,Afatinib,0.1688,0.6216,0.2294
CHEMBL6437,MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1,264.37,ChEMBL,0.0714,Gefitinib,0.1411,0.7213,0.2293
CHEMBL455,SULFACETAMIDE,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.25,ChEMBL,0.0851,Erlotinib,0.1465,0.6828,0.2292
CHEMBL108,CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,236.27,ChEMBL,0.0737,Erlotinib,0.1232,0.7484,0.2284
CHEMBL111,RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,463.8,ChEMBL,0.1007,Gefitinib,0.209,0.5208,0.228
CHEMBL626,NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,287.41,ChEMBL,0.0851,Osimertinib,0.1653,0.6391,0.228
CHEMBL569,PROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.31,ChEMBL,0.1111,Erlotinib,0.1569,0.6038,0.228
CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23,ChEMBL,0.068,Erlotinib,0.1397,0.7234,0.2278
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.25,ChEMBL,0.0734,Afatinib,0.1794,0.6319,0.2275
CHEMBL592,LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,257.38,ChEMBL,0.0763,Gefitinib,0.1055,0.7718,0.2271
CHEMBL116,AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,505.64,ChEMBL,0.1145,Lapatinib,0.252,0.3997,0.2265
CHEMBL435,HYDROCHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.75,ChEMBL,0.0756,Afatinib,0.1615,0.6545,0.2257
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.45,ChEMBL,0.1221,Afatinib,0.1988,0.4865,0.2257
CHEMBL501,AMPHETAMINE SULFATE,CC(N)Cc1ccccc1.O=S(=O)(O)O,233.29,ChEMBL,0.1,Lapatinib,0.1338,0.6594,0.2254
CHEMBL40,PHENOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.24,ChEMBL,0.0722,Erlotinib,0.1226,0.7369,0.2253
CHEMBL24072,PRENYLAMINE,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,329.49,ChEMBL,0.1,Lapatinib,0.1712,0.5809,0.2247
CHEMBL91,MICONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.14,ChEMBL,0.128,Gefitinib,0.2012,0.4617,0.224
CHEMBL481,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.69,ChEMBL,0.0852,Gefitinib,0.2966,0.356,0.2239
CHEMBL645,BISOPROLOL,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,325.45,ChEMBL,0.0965,Erlotinib,0.1698,0.5778,0.2221
CHEMBL493,BROMOCRIPTINE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.61,ChEMBL,0.0994,Gefitinib,0.2273,0.4563,0.2219
CHEMBL70,MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,285.34,ChEMBL,0.0647,Gefitinib,0.1384,0.7033,0.2219
CHEMBL714,ALBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,ChEMBL,0.0874,Erlotinib,0.1475,0.639,0.2218
CHEMBL588,FENOLDOPAM,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.76,ChEMBL,0.0703,Gefitinib,0.1781,0.6114,0.2216
CHEMBL515,CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,304.22,ChEMBL,0.0877,Afatinib,0.1101,0.7111,0.2213
CHEMBL577,ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,348.4,ChEMBL,0.082,Erlotinib,0.1453,0.65,0.2209
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,307.43,ChEMBL,0.094,Erlotinib,0.1501,0.6164,0.2209
CHEMBL442,ERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,581.67,ChEMBL,0.0788,Lapatinib,0.2565,0.434,0.2209
CHEMBL813,EPROSARTAN,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52,ChEMBL,0.0966,Afatinib,0.2261,0.4585,0.2208
CHEMBL669,CYCLOBENZAPRINE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,275.4,ChEMBL,0.0853,Osimertinib,0.1279,0.6774,0.2208
CHEMBL752,ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,347.22,ChEMBL,0.0933,Lapatinib,0.2623,0.3902,0.2203
CHEMBL691,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,296.41,ChEMBL,0.0826,Erlotinib,0.108,0.718,0.2198
CHEMBL550,PILOCARPINE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.26,ChEMBL,0.075,Gefitinib,0.1238,0.7001,0.2195
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.61,ChEMBL,0.1053,Gefitinib,0.2296,0.4199,0.2179
CHEMBL503,LOVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.55,ChEMBL,0.08,Afatinib,0.1258,0.672,0.2167
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-",C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,389.43,ChEMBL,0.0845,Gefitinib,0.1838,0.5451,0.2163
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,236.28,ChEMBL,0.062,Osimertinib,0.156,0.6449,0.2162
CHEMBL459,METHYLDOPA,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,211.22,ChEMBL,0.1111,Afatinib,0.1569,0.543,0.2158
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,272.39,ChEMBL,0.0608,Osimertinib,0.0993,0.7572,0.2155
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.45,ChEMBL,0.0696,Osimertinib,0.1216,0.6946,0.2154
CHEMBL24778,SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,495.54,ChEMBL,0.1181,Erlotinib,0.2347,0.3698,0.2151
CHEMBL710,FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,372.55,ChEMBL,0.0929,Afatinib,0.0747,0.7351,0.2141
CHEMBL711,PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1,222.24,ChEMBL,0.0532,Erlotinib,0.1338,0.6951,0.2138
CHEMBL776,METAPROTERENOL,CC(C)NCC(O)c1cc(O)cc(O)c1,211.26,ChEMBL,0.0842,Erlotinib,0.1462,0.6021,0.2126
CHEMBL83,TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52,ChEMBL,0.1101,Erlotinib,0.194,0.4506,0.2118
CHEMBL104,CLOTRIMAZOLE,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.85,ChEMBL,0.0932,Afatinib,0.206,0.4545,0.2106
CHEMBL632,BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.47,ChEMBL,0.0694,Gefitinib,0.1215,0.6672,0.2098
CHEMBL650,METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,374.48,ChEMBL,0.0625,Afatinib,0.1188,0.6851,0.2095
CHEMBL17157,TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.69,ChEMBL,0.1102,Gefitinib,0.2128,0.3969,0.2086
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.1,ChEMBL,0.0714,Osimertinib,0.1598,0.578,0.2081
CHEMBL18442,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,502.8,ChEMBL,0.1071,Gefitinib,0.2303,0.3538,0.2057
CHEMBL647,APRACLONIDINE,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,245.11,ChEMBL,0.0734,Gefitinib,0.1044,0.6604,0.2032
CHEMBL434,ISOPROTERENOL,CC(C)NCC(O)c1ccc(O)c(O)c1,211.26,ChEMBL,0.0808,Erlotinib,0.1448,0.5633,0.2029
CHEMBL812,PYRIDOSTIGMINE BROMIDE,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],261.12,ChEMBL,0.1204,Afatinib,0.1232,0.527,0.2028
CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.22,ChEMBL,0.0809,Osimertinib,0.2011,0.4489,0.2026
CHEMBL832,SULFINPYRAZONE,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,404.49,ChEMBL,0.0756,Afatinib,0.199,0.4638,0.2026
CHEMBL496,HEXACHLOROPHENE,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.91,ChEMBL,0.084,Lapatinib,0.1461,0.5507,0.2022
CHEMBL152,CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.19,ChEMBL,0.0909,Erlotinib,0.1864,0.452,0.2013
CHEMBL17879,MARALIXIBAT CHLORIDE,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-],710.43,ChEMBL,0.1006,Osimertinib,0.2652,0.2738,0.2011
CHEMBL814,FLUVOXAMINE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.34,ChEMBL,0.124,Afatinib,0.1621,0.432,0.2008
CHEMBL36506,NOVOBIOCIN,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,612.63,ChEMBL,0.1053,Afatinib,0.3046,0.1837,0.2007
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,ChEMBL,0.0769,Erlotinib,0.1245,0.5969,0.1999
CHEMBL533,IBUTILIDE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,384.59,ChEMBL,0.1056,Lapatinib,0.1547,0.4725,0.1986
CHEMBL516,CYPROHEPTADINE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.41,ChEMBL,0.0796,Gefitinib,0.1256,0.5792,0.1979
CHEMBL43128,PRIMAQUINE PHOSPHATE,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,455.34,ChEMBL,0.1167,Erlotinib,0.2342,0.2854,0.1974
CHEMBL688,FENTANYL CITRATE,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,528.6,ChEMBL,0.0952,Erlotinib,0.2256,0.3444,0.1972
CHEMBL103,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,314.47,ChEMBL,0.0743,Osimertinib,0.0672,0.7013,0.1969
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.25,ChEMBL,0.0972,Osimertinib,0.1701,0.4454,0.196
CHEMBL267894,AMOBARBITAL,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.28,ChEMBL,0.055,Afatinib,0.0782,0.7068,0.1946
CHEMBL697,METHSUXIMIDE,CN1C(=O)CC(C)(c2ccccc2)C1=O,203.24,ChEMBL,0.0631,Gefitinib,0.1002,0.6457,0.1945
CHEMBL115,INDINAVIR ANHYDROUS,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.8,ChEMBL,0.0778,Afatinib,0.2749,0.2628,0.1936
CHEMBL786,TAMOXIFEN CITRATE,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,563.65,ChEMBL,0.1074,Osimertinib,0.268,0.2166,0.1935
CHEMBL290960,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.3,ChEMBL,0.0611,Gefitinib,0.1932,0.4586,0.1934
CHEMBL448,PENTOBARBITAL,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.28,ChEMBL,0.0515,Erlotinib,0.0768,0.7068,0.1927
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.53,ChEMBL,0.0987,Erlotinib,0.2645,0.2353,0.1923
CHEMBL787,MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,586.2,ChEMBL,0.1198,Afatinib,0.2729,0.1736,0.1918
CHEMBL528,CEFTIZOXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,383.41,ChEMBL,0.0833,Gefitinib,0.2208,0.3483,0.1913
CHEMBL717,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.53,ChEMBL,0.0566,Osimertinib,0.0976,0.648,0.1913
CHEMBL559,DEXTROTHYROXINE,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.87,ChEMBL,0.0924,Afatinib,0.187,0.3882,0.1894
CHEMBL464,ETRETINATE,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,354.49,ChEMBL,0.1408,Osimertinib,0.1501,0.3607,0.1885
CHEMBL465,DRONABINOL,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,314.47,ChEMBL,0.08,Erlotinib,0.107,0.5673,0.1883
CHEMBL584,NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.8,ChEMBL,0.0829,Osimertinib,0.2207,0.3265,0.1867
CHEMBL105,MITOMYCIN,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,334.33,ChEMBL,0.0779,Osimertinib,0.1812,0.4107,0.1858
CHEMBL127,MEROPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,383.47,ChEMBL,0.051,Osimertinib,0.1329,0.5588,0.1853
CHEMBL114,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.86,ChEMBL,0.0838,Afatinib,0.2773,0.1975,0.1839
CHEMBL282042,SAQUINAVIR MESYLATE,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,766.96,ChEMBL,0.0879,Afatinib,0.2977,0.148,0.1838
CHEMBL449,BUTABARBITAL,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.25,ChEMBL,0.0421,Erlotinib,0.0731,0.6791,0.1819
CHEMBL633,AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,645.32,ChEMBL,0.1295,Afatinib,0.2393,0.1676,0.181
CHEMBL55,PENTAMIDINE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.43,ChEMBL,0.1075,Erlotinib,0.193,0.302,0.1806
CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,517.56,ChEMBL,0.0784,Gefitinib,0.2001,0.3448,0.1804
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.24,ChEMBL,0.0536,Afatinib,0.0964,0.5988,0.1798
CHEMBL278623,MACIMORELIN,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,474.57,ChEMBL,0.1024,Erlotinib,0.266,0.1539,0.1781
CHEMBL38827,LUMEFANTRINE,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,528.95,ChEMBL,0.1314,Afatinib,0.2026,0.2217,0.1779
CHEMBL130,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13,ChEMBL,0.0756,Afatinib,0.1615,0.4091,0.1767
CHEMBL58,MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.49,ChEMBL,0.1043,Afatinib,0.2667,0.1393,0.1763
CHEMBL820,BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.31,ChEMBL,0.0714,Lapatinib,0.1411,0.4533,0.1757
CHEMBL729,LOPINAVIR,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,628.81,ChEMBL,0.0933,Erlotinib,0.2436,0.1999,0.1747
CHEMBL703,SUXAMETHONIUM,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.4,ChEMBL,0.0909,Afatinib,0.1114,0.4516,0.1712
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.14,ChEMBL,0.0377,Gefitinib,0.1651,0.4464,0.1704
